Sr_No.,Reference_No_(URN),Journal_Date,Date_of_Purchase,Date_of_Expiry,Name_of_Purchaser,Prefix,Bond_Number,Denominations,Issue_Branch_Code,Issue_Teller,Status,Bond_number
2669,00001201910030000001489,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11495,1000000,1,5899230,Paid,TL11495
2670,00001201910030000001489,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,AMBUJA REALTY EVENTS MANAGMENT LTD,TL,11497,1000000,1,5899230,Paid,TL11497
2671,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7673,10000000,300,2836831,Paid,OC7673
2672,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7671,10000000,300,2836831,Paid,OC7671
2673,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7669,10000000,300,2836831,Paid,OC7669
2674,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7683,10000000,300,2836831,Paid,OC7683
2675,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7677,10000000,300,2836831,Paid,OC7677
2676,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7675,10000000,300,2836831,Paid,OC7675
2677,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7679,10000000,300,2836831,Paid,OC7679
2678,00300201910030000001490,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,CIPLA LIMITED,OC,7681,10000000,300,2836831,Paid,OC7681
2679,00847201910030000001492,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6774,10000000,847,6390129,Paid,OC6774
2680,00847201910030000001492,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6771,10000000,847,6390129,Paid,OC6771
2681,00847201910030000001492,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6772,10000000,847,6390129,Paid,OC6772
2682,00847201910030000001492,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6767,10000000,847,6390129,Paid,OC6767
2683,00847201910030000001492,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,OC,6769,10000000,847,6390129,Paid,OC6769
2684,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13411,1000000,1,5899230,Paid,TL13411
2685,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13409,1000000,1,5899230,Paid,TL13409
2686,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,11499,1000000,1,5899230,Paid,TL11499
2687,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13405,1000000,1,5899230,Paid,TL13405
2688,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13403,1000000,1,5899230,Paid,TL13403
2689,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13401,1000000,1,5899230,Paid,TL13401
2690,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,TL,13407,1000000,1,5899230,Paid,TL13407
2691,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1165,100000,1,5899230,Paid,OL1165
2692,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1169,100000,1,5899230,Paid,OL1169
2693,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1163,100000,1,5899230,Paid,OL1163
2694,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1161,100000,1,5899230,Paid,OL1161
2695,00001201910030000001494,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,PUSHKARA COMMOSALES PRIVATE LIMITED,OL,1167,100000,1,5899230,Paid,OL1167
2696,00001201910030000001491,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11500,1000000,1,5899230,Paid,TL11500
2697,00001201910030000001491,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11498,1000000,1,5899230,Paid,TL11498
2698,00001201910030000001491,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11492,1000000,1,5899230,Paid,TL11492
2699,00001201910030000001491,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11494,1000000,1,5899230,Paid,TL11494
2700,00001201910030000001491,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,ROOPREKHA VYAPAAR PRIVATE LIMITED,TL,11496,1000000,1,5899230,Paid,TL11496
2701,01355201910030000001493,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,TORRENT  POWER  LIMITED,OC,3896,10000000,1355,5137969,Paid,OC3896
2702,01355201910030000001493,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,TORRENT  POWER  LIMITED,OC,3889,10000000,1355,5137969,Paid,OC3889
2703,01355201910030000001493,10/3/2019 0:00,10/3/2019 0:00,10/17/2019 0:00,TORRENT  POWER  LIMITED,OC,3892,10000000,1355,5137969,Paid,OC3892
2704,00300201910040000001500,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CENTURY TEXTILES AND INDUSTRIES LTD,OC,7678,10000000,300,2836831,Paid,OC7678
2705,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13402,1000000,1,5899230,Paid,TL13402
2706,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13412,1000000,1,5899230,Paid,TL13412
2707,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13408,1000000,1,5899230,Paid,TL13408
2708,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13418,1000000,1,5899230,Paid,TL13418
2709,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13404,1000000,1,5899230,Paid,TL13404
2710,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13414,1000000,1,5899230,Paid,TL13414
2711,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13416,1000000,1,5899230,Paid,TL13416
2712,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13410,1000000,1,5899230,Paid,TL13410
2713,00001201910040000001496,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,CHAKRADHARI TRADELINK PRIVATE LIMIT,TL,13406,1000000,1,5899230,Paid,TL13406
2714,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13421,1000000,1,5899230,Paid,TL13421
2715,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13413,1000000,1,5899230,Paid,TL13413
2716,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13419,1000000,1,5899230,Paid,TL13419
2717,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13415,1000000,1,5899230,Paid,TL13415
2718,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13423,1000000,1,5899230,Paid,TL13423
2719,00001201910040000001497,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MANKIND TRACOM PRIVATE LIMITED,TL,13417,1000000,1,5899230,Paid,TL13417
2720,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7935,10000000,1,5899230,Paid,OC7935
2721,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7978,10000000,1,5899230,Paid,OC7978
2722,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7950,10000000,1,5899230,Paid,OC7950
2723,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7946,10000000,1,5899230,Paid,OC7946
2724,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7930,10000000,1,5899230,Paid,OC7930
2725,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7976,10000000,1,5899230,Paid,OC7976
2726,00001201910040000001499,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,MKJ ENTERPRISES LTD,OC,7940,10000000,1,5899230,Paid,OC7940
2727,00001201910040000001498,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,NATRAJ GOODS PRIVATE LIMITED,TL,13428,1000000,1,5899230,Paid,TL13428
2728,00001201910040000001498,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,NATRAJ GOODS PRIVATE LIMITED,TL,13426,1000000,1,5899230,Paid,TL13426
2729,00001201910040000001498,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,NATRAJ GOODS PRIVATE LIMITED,TL,13422,1000000,1,5899230,Paid,TL13422
2730,00001201910040000001498,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,NATRAJ GOODS PRIVATE LIMITED,TL,13420,1000000,1,5899230,Paid,TL13420
2731,00001201910040000001498,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,NATRAJ GOODS PRIVATE LIMITED,TL,13424,1000000,1,5899230,Paid,TL13424
2732,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,OC,7670,10000000,300,2836831,Paid,OC7670
2733,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,OC,7676,10000000,300,2836831,Paid,OC7676
2734,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,OC,7672,10000000,300,2836831,Paid,OC7672
2735,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,OC,7674,10000000,300,2836831,Paid,OC7674
2736,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13169,1000000,300,2836831,Paid,TL13169
2737,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13167,1000000,300,2836831,Paid,TL13167
2738,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13159,1000000,300,2836831,Paid,TL13159
2739,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13153,1000000,300,2836831,Paid,TL13153
2740,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13163,1000000,300,2836831,Paid,TL13163
2741,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13151,1000000,300,2836831,Paid,TL13151
2742,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13157,1000000,300,2836831,Paid,TL13157
2743,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13155,1000000,300,2836831,Paid,TL13155
2744,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13161,1000000,300,2836831,Paid,TL13161
2745,00300201910040000001495,10/4/2019 0:00,10/4/2019 0:00,10/18/2019 0:00,ULTRA TECH CEMENT LIMITED,TL,13165,1000000,300,2836831,Paid,TL13165
2746,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,TL,12745,1000000,691,2039265,Paid,TL12745
2747,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,TL,12747,1000000,691,2039265,Paid,TL12747
2748,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,OL,3229,100000,691,2039265,Paid,OL3229
2749,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,OL,3221,100000,691,2039265,Paid,OL3221
2750,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,OL,3225,100000,691,2039265,Paid,OL3225
2751,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,OL,3227,100000,691,2039265,Paid,OL3227
2752,00691201910050000001507,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JAI SUSPENSION SYSTEMS L L P,OL,3223,100000,691,2039265,Paid,OL3223
2753,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,OC,6559,10000000,691,2039265,Paid,OC6559
2754,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,TL,12757,1000000,691,2039265,Paid,TL12757
2755,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,TL,12751,1000000,691,2039265,Paid,TL12751
2756,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,TL,12755,1000000,691,2039265,Paid,TL12755
2757,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,TL,12749,1000000,691,2039265,Paid,TL12749
2758,00691201910050000001508,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,JINDAL POLY FILMS LIMITED,TL,12753,1000000,691,2039265,Paid,TL12753
2759,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,TL,7540,1000000,847,6390129,Paid,TL7540
2760,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,TL,7542,1000000,847,6390129,Paid,TL7542
2761,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,OL,23716,100000,847,6390129,Paid,OL23716
2762,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,OL,23717,100000,847,6390129,Paid,OL23717
2763,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,OL,23712,100000,847,6390129,Paid,OL23712
2764,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,OL,23714,100000,847,6390129,Paid,OL23714
2765,00847201910050000001504,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,NATCO PHARMA LTD,OL,23715,100000,847,6390129,Paid,OL23715
2766,00813201910050000001501,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE HABITAT VENTURES,OC,3683,10000000,813,5144485,Paid,OC3683
2767,00813201910050000001501,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE HABITAT VENTURES,OC,3695,10000000,813,5144485,Paid,OC3695
2768,00813201910050000001501,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE HABITAT VENTURES,OC,3692,10000000,813,5144485,Paid,OC3692
2769,00813201910050000001501,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE HABITAT VENTURES,OC,3686,10000000,813,5144485,Paid,OC3686
2770,00813201910050000001501,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE HABITAT VENTURES,OC,3689,10000000,813,5144485,Paid,OC3689
2771,00813201910050000001502,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE NOTTING HILL INVESTMENTS,OC,1091,10000000,813,5144485,Paid,OC1091
2772,00813201910050000001502,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE NOTTING HILL INVESTMENTS,OC,1096,10000000,813,5144485,Paid,OC1096
2773,00813201910050000001502,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE NOTTING HILL INVESTMENTS,OC,1100,10000000,813,5144485,Paid,OC1100
2774,00813201910050000001502,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE NOTTING HILL INVESTMENTS,OC,1094,10000000,813,5144485,Paid,OC1094
2775,00813201910050000001502,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE NOTTING HILL INVESTMENTS,OC,1098,10000000,813,5144485,Paid,OC1098
2776,00813201910050000001503,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE SOUTHCITY HOLDINGS,OC,5901,10000000,813,5144485,Paid,OC5901
2777,00813201910050000001503,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE SOUTHCITY HOLDINGS,OC,5903,10000000,813,5144485,Paid,OC5903
2778,00813201910050000001503,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE SOUTHCITY HOLDINGS,OC,5911,10000000,813,5144485,Paid,OC5911
2779,00813201910050000001503,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE SOUTHCITY HOLDINGS,OC,5908,10000000,813,5144485,Paid,OC5908
2780,00813201910050000001503,10/5/2019 0:00,10/5/2019 0:00,10/19/2019 0:00,PRESTIGE SOUTHCITY HOLDINGS,OC,5905,10000000,813,5144485,Paid,OC5905
2781,00300201910070000001510,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,GRASIM INDUSTRIES LTD,OC,7661,10000000,300,6830668,Paid,OC7661
2782,00300201910070000001510,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,GRASIM INDUSTRIES LTD,OC,7663,10000000,300,6830668,Paid,OC7663
2783,00300201910070000001510,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,GRASIM INDUSTRIES LTD,OC,7665,10000000,300,6830668,Paid,OC7665
2784,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12760,1000000,691,3723135,Paid,TL12760
2785,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12746,1000000,691,3723135,Paid,TL12746
2786,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12752,1000000,691,3723135,Paid,TL12752
2787,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12758,1000000,691,3723135,Paid,TL12758
2788,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12750,1000000,691,3723135,Paid,TL12750
2789,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12748,1000000,691,3723135,Paid,TL12748
2790,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12756,1000000,691,3723135,Paid,TL12756
2791,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12762,1000000,691,3723135,Paid,TL12762
2792,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12744,1000000,691,3723135,Paid,TL12744
2793,00691201910070000001511,10/7/2019 0:00,10/7/2019 0:00,10/21/2019 0:00,JNS INSTRUMENTS LTD,TL,12754,1000000,691,3723135,Paid,TL12754
2794,00001201910090000001530,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ABHISHEK RATHI,OL,1208,100000,1,5897386,Paid,OL1208
2795,00001201910090000001530,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ABHISHEK RATHI,OL,1206,100000,1,5897386,Paid,OL1206
2796,00001201910090000001530,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ABHISHEK RATHI,OL,1210,100000,1,5897386,Paid,OL1210
2797,00001201910090000001530,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ABHISHEK RATHI,OL,1204,100000,1,5897386,Paid,OL1204
2798,00300201910090000001571,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ALLANASONS PRIVATE L,OC,7720,10000000,300,6830668,Paid,OC7720
2799,00001201910090000001558,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,AMRITA AGARWAL,OL,1287,100000,1,5897386,Paid,OL1287
2800,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1190,100000,1,5897386,Paid,OL1190
2801,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1180,100000,1,5897386,Paid,OL1180
2802,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1178,100000,1,5897386,Paid,OL1178
2803,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1184,100000,1,5897386,Paid,OL1184
2804,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1188,100000,1,5897386,Paid,OL1188
2805,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1186,100000,1,5897386,Paid,OL1186
2806,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1176,100000,1,5897386,Paid,OL1176
2807,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1182,100000,1,5897386,Paid,OL1182
2808,00001201910090000001521,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANIL CHANDAK,OL,1192,100000,1,5897386,Paid,OL1192
2809,00001201910090000001542,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANSHUL GADIA,OL,1223,100000,1,5897386,Paid,OL1223
2810,00001201910090000001542,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANSHUL GADIA,OL,1227,100000,1,5897386,Paid,OL1227
2811,00001201910090000001542,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANSHUL GADIA,OL,1225,100000,1,5897386,Paid,OL1225
2812,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1222,100000,1,5897386,Paid,OL1222
2813,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1226,100000,1,5897386,Paid,OL1226
2814,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1228,100000,1,5897386,Paid,OL1228
2815,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1232,100000,1,5897386,Paid,OL1232
2816,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1218,100000,1,5897386,Paid,OL1218
2817,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1224,100000,1,5897386,Paid,OL1224
2818,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1230,100000,1,5897386,Paid,OL1230
2819,00001201910090000001540,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,ANUBHAV CHANDAK,OL,1220,100000,1,5897386,Paid,OL1220
2820,00001201910090000001523,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,BAPPADITYA ROY,OL,1187,100000,1,5897386,Paid,OL1187
2821,00001201910090000001523,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,BAPPADITYA ROY,OL,1185,100000,1,5897386,Paid,OL1185
2822,00001201910090000001554,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,BHAWNA AGARWAL,OL,1261,100000,1,5897386,Paid,OL1261
2823,00001201910090000001554,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,BHAWNA AGARWAL,OL,1265,100000,1,5897386,Paid,OL1265
2824,00001201910090000001554,10/9/2019 0:00,10/9/2019 0:00,10/23/2019 0:00,BHAWNA AGARWAL,OL,1269,100000,1,5897386,Paid,OL1269
