Sr_No.,Date_of_Encashment,Name_of_Political_Party,Account_no.,Prefix,Bond_Number,Denominations,Pay_Branch_Code,Pay_Teller,Bond_number
3813,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7587,10000000,691,3300196,OC7587
3814,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7597,10000000,691,3300196,OC7597
3815,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7599,10000000,691,3300196,OC7599
3816,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7607,10000000,691,3300196,OC7607
3817,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7601,10000000,691,3300196,OC7601
3818,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7603,10000000,691,3300196,OC7603
3819,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7591,10000000,691,3300196,OC7591
3820,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7593,10000000,691,3300196,OC7593
3821,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7605,10000000,691,3300196,OC7605
3822,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7595,10000000,691,3300196,OC7595
3823,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7609,10000000,691,3300196,OC7609
3824,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7608,10000000,691,3300196,OC7608
3825,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7604,10000000,691,3300196,OC7604
3826,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7626,10000000,691,3300196,OC7626
3827,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7618,10000000,691,3300196,OC7618
3828,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7622,10000000,691,3300196,OC7622
3829,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7602,10000000,691,3300196,OC7602
3830,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7634,10000000,691,3300196,OC7634
3831,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7612,10000000,691,3300196,OC7612
3832,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7620,10000000,691,3300196,OC7620
3833,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7598,10000000,691,3300196,OC7598
3834,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7616,10000000,691,3300196,OC7616
3835,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7628,10000000,691,3300196,OC7628
3836,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7606,10000000,691,3300196,OC7606
3837,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7600,10000000,691,3300196,OC7600
3838,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7630,10000000,691,3300196,OC7630
3839,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7632,10000000,691,3300196,OC7632
3840,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7614,10000000,691,3300196,OC7614
3841,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7624,10000000,691,3300196,OC7624
3842,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7610,10000000,691,3300196,OC7610
3843,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7636,10000000,691,3300196,OC7636
3844,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7637,10000000,691,3300196,OC7637
3845,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7633,10000000,691,3300196,OC7633
3846,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7635,10000000,691,3300196,OC7635
3847,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7647,10000000,691,3300196,OC7647
3848,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7645,10000000,691,3300196,OC7645
3849,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7639,10000000,691,3300196,OC7639
3850,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7643,10000000,691,3300196,OC7643
3851,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7641,10000000,691,3300196,OC7641
3852,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7649,10000000,691,3300196,OC7649
3853,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7631,10000000,691,3300196,OC7631
3854,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7625,10000000,691,3300196,OC7625
3855,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7623,10000000,691,3300196,OC7623
3856,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7617,10000000,691,3300196,OC7617
3857,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7619,10000000,691,3300196,OC7619
3858,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7613,10000000,691,3300196,OC7613
3859,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7621,10000000,691,3300196,OC7621
3860,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7615,10000000,691,3300196,OC7615
3861,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7611,10000000,691,3300196,OC7611
3862,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7629,10000000,691,3300196,OC7629
3863,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7627,10000000,691,3300196,OC7627
3864,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6531,10000000,691,3300196,OC6531
3865,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6534,10000000,691,3300196,OC6534
3866,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6528,10000000,691,3300196,OC6528
3867,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6529,10000000,691,3300196,OC6529
3868,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6504,10000000,691,3300196,OC6504
3869,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6505,10000000,691,3300196,OC6505
3870,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6533,10000000,691,3300196,OC6533
3871,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6538,10000000,691,3300196,OC6538
3872,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6503,10000000,691,3300196,OC6503
3873,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6526,10000000,691,3300196,OC6526
3874,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6537,10000000,691,3300196,OC6537
3875,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6540,10000000,691,3300196,OC6540
3876,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6532,10000000,691,3300196,OC6532
3877,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6501,10000000,691,3300196,OC6501
3878,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6536,10000000,691,3300196,OC6536
3879,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6527,10000000,691,3300196,OC6527
3880,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6535,10000000,691,3300196,OC6535
3881,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6539,10000000,691,3300196,OC6539
3882,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6530,10000000,691,3300196,OC6530
3883,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6502,10000000,691,3300196,OC6502
3884,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6543,10000000,691,3300196,OC6543
3885,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6546,10000000,691,3300196,OC6546
3886,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6544,10000000,691,3300196,OC6544
3887,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6542,10000000,691,3300196,OC6542
3888,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6547,10000000,691,3300196,OC6547
3889,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6541,10000000,691,3300196,OC6541
3890,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6545,10000000,691,3300196,OC6545
3891,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6550,10000000,691,3300196,OC6550
3892,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6548,10000000,691,3300196,OC6548
3893,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6561,10000000,691,3300196,OC6561
3894,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6549,10000000,691,3300196,OC6549
3895,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6565,10000000,691,3300196,OC6565
3896,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6571,10000000,691,3300196,OC6571
3897,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6563,10000000,691,3300196,OC6563
3898,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6567,10000000,691,3300196,OC6567
3899,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6551,10000000,691,3300196,OC6551
3900,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6553,10000000,691,3300196,OC6553
3901,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6552,10000000,691,3300196,OC6552
3902,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6554,10000000,691,3300196,OC6554
3903,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,3881,10000000,691,3300196,OC3881
3904,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,3877,10000000,691,3300196,OC3877
3905,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,3883,10000000,691,3300196,OC3883
3906,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,3885,10000000,691,3300196,OC3885
3907,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,3879,10000000,691,3300196,OC3879
3908,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12727,1000000,691,3300196,TL12727
3909,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12729,1000000,691,3300196,TL12729
3910,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12731,1000000,691,3300196,TL12731
3911,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12732,1000000,691,3300196,TL12732
3912,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12734,1000000,691,3300196,TL12734
3913,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,1064,1000000,691,3300196,TL1064
3914,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,1070,1000000,691,3300196,TL1070
3915,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,1065,1000000,691,3300196,TL1065
3916,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,1068,1000000,691,3300196,TL1068
3917,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,1072,1000000,691,3300196,TL1072
3918,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12739,1000000,691,3300196,TL12739
3919,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12737,1000000,691,3300196,TL12737
3920,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OL,3200,100000,691,3300196,OL3200
3921,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OL,3218,100000,691,3300196,OL3218
3922,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OL,3216,100000,691,3300196,OL3216
3923,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OL,3219,100000,691,3300196,OL3219
3924,5/14/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OL,3217,100000,691,3300196,OL3217
3925,5/15/2019 0:00,AAM AADMI PARTY,*******5086,OC,2871,10000000,691,3300196,OC2871
3926,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OC,4686,10000000,847,3367975,OC4686
3927,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12581,1000000,847,3367975,TL12581
3928,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12585,1000000,847,3367975,TL12585
3929,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12582,1000000,847,3367975,TL12582
3930,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12583,1000000,847,3367975,TL12583
3931,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12586,1000000,847,3367975,TL12586
3932,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TL,12584,1000000,847,3367975,TL12584
3933,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TT,9602,10000,847,3367975,TT9602
3934,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,TT,9601,10000,847,3367975,TT9601
3935,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5008,1000,847,3367975,OT5008
3936,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5009,1000,847,3367975,OT5009
3937,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5011,1000,847,3367975,OT5011
3938,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5010,1000,847,3367975,OT5010
3939,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5006,1000,847,3367975,OT5006
3940,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5005,1000,847,3367975,OT5005
3941,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5007,1000,847,3367975,OT5007
3942,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5013,1000,847,3367975,OT5013
3943,5/15/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OT,5012,1000,847,3367975,OT5012
3944,5/15/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7447,10000000,691,3300196,OC7447
3945,5/15/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7450,10000000,691,3300196,OC7450
3946,5/15/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7449,10000000,691,3300196,OC7449
3947,5/15/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7436,10000000,691,3300196,OC7436
3948,5/15/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7448,10000000,691,3300196,OC7448
3949,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7802,10000000,691,3300196,OC7802
3950,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7801,10000000,691,3300196,OC7801
3951,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7805,10000000,691,3300196,OC7805
3952,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7804,10000000,691,3300196,OC7804
3953,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7803,10000000,691,3300196,OC7803
3954,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3876,10000000,691,3300196,OC3876
3955,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,2875,10000000,691,3300196,OC2875
3956,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7644,10000000,691,3300196,OC7644
3957,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7646,10000000,691,3300196,OC7646
3958,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13054,1000000,691,3300196,TL13054
3959,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13063,1000000,691,3300196,TL13063
3960,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13052,1000000,691,3300196,TL13052
3961,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13061,1000000,691,3300196,TL13061
3962,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13065,1000000,691,3300196,TL13065
3963,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13060,1000000,691,3300196,TL13060
3964,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13058,1000000,691,3300196,TL13058
3965,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13062,1000000,691,3300196,TL13062
3966,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13056,1000000,691,3300196,TL13056
3967,5/16/2019 0:00,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13064,1000000,691,3300196,TL13064
3968,5/17/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OC,6754,10000000,847,3367975,OC6754
3969,5/17/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OC,6763,10000000,847,3367975,OC6763
3970,5/17/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OC,6756,10000000,847,3367975,OC6756
3971,5/17/2019 0:00,BHARAT RASHTRA SAMITHI,*******7477,OC,6761,10000000,847,3367975,OC6761
3972,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6463,10000000,691,3627829,OC6463
3973,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6465,10000000,691,3627829,OC6465
3974,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2735,10000000,691,4567455,OC2735
3975,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4703,10000000,691,4567455,OC4703
3976,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2737,10000000,691,4567455,OC2737
3977,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2745,10000000,691,4567455,OC2745
3978,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2749,10000000,691,4567455,OC2749
3979,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2739,10000000,691,4567455,OC2739
3980,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2741,10000000,691,4567455,OC2741
3981,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2747,10000000,691,4567455,OC2747
3982,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2743,10000000,691,4567455,OC2743
3983,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4701,10000000,691,4567455,OC4701
3984,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2738,10000000,691,4567455,OC2738
3985,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2736,10000000,691,4567455,OC2736
3986,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2744,10000000,691,4567455,OC2744
3987,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2742,10000000,691,4567455,OC2742
3988,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2740,10000000,691,4567455,OC2740
3989,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4710,10000000,691,4567455,OC4710
3990,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4714,10000000,691,4567455,OC4714
3991,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2746,10000000,691,4567455,OC2746
3992,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2748,10000000,691,4567455,OC2748
3993,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4704,10000000,691,4567455,OC4704
3994,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4712,10000000,691,4567455,OC4712
3995,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,2750,10000000,691,4567455,OC2750
3996,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4706,10000000,691,4567455,OC4706
3997,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4708,10000000,691,4567455,OC4708
3998,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4702,10000000,691,4567455,OC4702
3999,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7567,10000000,691,3627829,OC7567
4000,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7910,10000000,691,4567455,OC7910
4001,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7848,10000000,691,4567455,OC7848
4002,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7850,10000000,691,4567455,OC7850
4003,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7849,10000000,691,4567455,OC7849
4004,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4705,10000000,691,4567455,OC4705
4005,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4707,10000000,691,4567455,OC4707
4006,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4713,10000000,691,4567455,OC4713
4007,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4717,10000000,691,4567455,OC4717
4008,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4715,10000000,691,4567455,OC4715
4009,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4709,10000000,691,4567455,OC4709
4010,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4711,10000000,691,4567455,OC4711
4011,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4716,10000000,691,4567455,OC4716
4012,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4718,10000000,691,4567455,OC4718
4013,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4719,10000000,691,4567455,OC4719
4014,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,4721,10000000,691,4567455,OC4721
4015,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7588,10000000,691,3627829,OC7588
4016,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7594,10000000,691,3627829,OC7594
4017,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7596,10000000,691,3627829,OC7596
4018,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7590,10000000,691,3627829,OC7590
4019,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7592,10000000,691,3627829,OC7592
4020,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7642,10000000,691,3627829,OC7642
4021,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7638,10000000,691,3627829,OC7638
4022,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,7640,10000000,691,3627829,OC7640
4023,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6566,10000000,691,3627829,OC6566
4024,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6564,10000000,691,3627829,OC6564
4025,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6562,10000000,691,3627829,OC6562
4026,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6569,10000000,691,3627829,OC6569
4027,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6568,10000000,691,3627829,OC6568
4028,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6570,10000000,691,3627829,OC6570
4029,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6572,10000000,691,3627829,OC6572
4030,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6573,10000000,691,3627829,OC6573
4031,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6575,10000000,691,3627829,OC6575
4032,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,OC,6574,10000000,691,3627829,OC6574
4033,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12534,1000000,691,4567455,TL12534
4034,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12533,1000000,691,4567455,TL12533
4035,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12532,1000000,691,4567455,TL12532
4036,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12535,1000000,691,4567455,TL12535
4037,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12531,1000000,691,4567455,TL12531
4038,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12529,1000000,691,4567455,TL12529
4039,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12528,1000000,691,4567455,TL12528
4040,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12527,1000000,691,4567455,TL12527
4041,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12530,1000000,691,4567455,TL12530
4042,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12524,1000000,691,4567455,TL12524
4043,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12525,1000000,691,4567455,TL12525
4044,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12523,1000000,691,4567455,TL12523
4045,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12521,1000000,691,4567455,TL12521
4046,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12522,1000000,691,4567455,TL12522
4047,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12516,1000000,691,4567455,TL12516
4048,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12520,1000000,691,4567455,TL12520
4049,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12517,1000000,691,4567455,TL12517
4050,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12518,1000000,691,4567455,TL12518
4051,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12519,1000000,691,4567455,TL12519
4052,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12506,1000000,691,4567455,TL12506
4053,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12580,1000000,691,4567455,TL12580
4054,5/20/2019 0:00,BHARATIYA JANATA PARTY,*******8244,TL,12579,1000000,691,4567455,TL12579
